GameName,Price,Rating,UserCounts,ConsoleCounts,CostCategory
Wordtris,30,4.8099999999999996,20,20,Average
World Beach Volley,39,3.6000000000000001,22,22,Average
World Champ: Super Boxing Great Fight,43,3.0800000000000001,22,22,Average
World Championship Boxing Manager,39,3.1000000000000001,96,96,Average
World Championship Pool 2004,35,3.27,22,22,Average
World Championship Snooker 2003,35,3.96,40,40,Average
World Championship Soccer,34,3.4500000000000002,105,105,Average
World Championship Soccer 2,39,4.0899999999999999,24,24,Average
World Circuit,42,4.21,34,34,Average
World Circuit Series,41,3.2400000000000002,24,24,Average
World Class Bowling,40,3.6800000000000002,23,23,Average
World Class Bowling Deluxe,42,3.52,23,23,Average
World Class Bowling Tournament,35,3.6800000000000002,23,23,Average
World Class Leaderboard,42,4.6200000000000001,80,80,Average
World Class Soccer,44,3.9300000000000002,92,92,Average
World Class Track Meet,44,3.4900000000000002,22,22,Average
World Combat,33,3.9300000000000002,21,21,Average
World Cup 2002,34,4.2599999999999998,22,22,Average
World Cup 98,44,3.8399999999999999,42,42,Average
World Cup Carnival,38,3.6800000000000002,48,48,Average
World Cup Soccer,40,3,22,22,Average
World Cup USA '94,43,4.0599999999999996,63,63,Average
World Cup Volley '95,36,3.79,17,17,Average
World Cup Year 94,32,4.1200000000000001,15,15,Average
World Darts,43,4.0599999999999996,21,21,Average
World Destruction League: Thunder Tanks,32,3.8799999999999999,32,32,Average
World Driver Championship,43,4.0599999999999996,20,20,Average
World Golf,39,4.21,18,18,Average
World Grand Prix,32,4.0599999999999996,54,54,Average
World Heroes,31,2.8100000000000001,66,66,Average
World Heroes 2,32,3.9100000000000001,63,63,Average
World Heroes 2 Jet,37,3.8599999999999999,23,23,Average
World Heroes Perfect: The Ultimate Heroes,33,4.75,23,23,Average
World In Conflict,41,4,16,16,Average
World In Conflict: Soviet Assault,40,3.5600000000000001,23,23,Average
World is Not Enough,37,3.8599999999999999,17,17,Average
World Kicks,38,3.8399999999999999,24,24,Average
World League Soccer 98,39,3.3799999999999999,22,22,Average
World of Dragon Warrior: Torneko: The Last Hope,39,3.6400000000000001,40,40,Average
World of Illusion starring Mickey Mouse and Donald Duck,37,4.2300000000000004,24,24,Average
World Series '99,36,2.9199999999999999,22,22,Average
World Series Baseball 2,38,3.6000000000000001,16,16,Average
World Series Baseball 2K1,39,4.1399999999999997,22,22,Average
World Trophy Soccer,34,4,19,19,Average
World War II Combat: Iwo Jima,39,4.3799999999999999,23,23,Average
Worlds of Ultima: The Savage Empire,43,3.1600000000000001,21,21,Average
World's Scariest Police Chases,38,5,19,19,Average
Worldwide Soccer 2000: Euro Edition,43,3.8199999999999998,21,21,Average
Worldwide Soccer 97,43,4.1900000000000004,14,14,Average
Worldwide Soccer '98,30,2.2599999999999998,22,22,Average
Worldwide Soccer 98: Club Edition,38,3.8199999999999998,25,25,Average
Worms,43,4.2800000000000002,120,120,Average
Worms 2: Armageddon,40,4.0300000000000002,22,22,Average
Worms Blast,39,4,63,63,Average
Worms Pinball,38,5,24,24,Average
Worms Ultimate Mayhem,42,3.4300000000000002,24,24,Average
Worms World Party,43,2.8999999999999999,69,69,Average
Worms: The Director's Cut,42,3.9399999999999999,22,22,Average
Worms: Ultimate Mayhem,37,3.8900000000000001,23,23,Average
Wrangler,41,3.48,20,20,Average
Wrath of the Black Manta,41,3,24,24,Average
Wrath of the Demon,40,4.54,46,46,Average
Wrath Unleashed,43,4.3200000000000003,46,46,Average
WRC,38,3.3999999999999999,26,26,Average
WRC 2010,40,3.8599999999999999,23,23,Average
Wreckers,44,4.4100000000000001,42,42,Average
Wrestle War,35,4.1600000000000001,18,18,Average
Wriggler,39,3.75,46,46,Average
WTCC 2010 Expansion Pack for RACE 07,40,4,19,19,Average
Wurm: Journey to the Center of the Earth,37,4.0899999999999999,21,21,Average
Wu-Tang: Shaolin Style,39,4.2000000000000002,18,18,Average
WWE '13,39,3.6400000000000001,25,25,Average
WWE® All Stars,39,3.3799999999999999,23,23,Average
WWF Attitude,41,4.2800000000000002,66,66,Average
WWF in Your House,31,2.0099999999999998,40,40,Average
WWF Royal Rumble,37,3.6400000000000001,17,17,Average
WWF Wrestlemania,44,4,105,105,Average
WWF Wrestlemania: Steel Cage Challenge,38,3.71,22,22,Average
X: Beyond the Frontier,39,3.9399999999999999,21,21,Average
X: Card of Fate,41,3.3399999999999999,23,23,Average
X: Tension,44,3.5699999999999998,15,15,Average
X2: Wolverine's Revenge,37,3.6600000000000001,66,66,Average
X3: Terran Conflict,40,3.6600000000000001,19,19,Average
Xak: The Art of Visual Stage,43,3.2799999999999998,21,21,Average
X-Bladez: Inline Skater,32,3.71,22,22,Average
X-COM: Terror from the Deep,44,3.6600000000000001,16,16,Average
X-COM: UFO Defense,38,3.52,46,46,Average
XCOM®: Enemy Unknown,43,3.2400000000000002,13,13,Average
Xeno,40,3.4500000000000002,69,69,Average
Xenocracy,36,3.4399999999999999,19,19,Average
Xenomorph,44,3.5,40,40,Average
Xenon,36,3.1000000000000001,21,21,Average
Xenophobe,43,3.5699999999999998,96,96,Average
Xevious,37,4.1470000000000002,98,98,Average
Xexyz,39,3.96,23,23,Average
X-Games: Pro Boarder,35,3.75,23,23,Average
XGRA: Extreme G Racing Association,40,3.1000000000000001,63,63,Average
Xiaolin Showdown,36,2.1400000000000001,66,66,Average
X-MEN,39,4.1600000000000001,18,18,Average
X-Men 2: Clone Wars,37,3.75,25,25,Average
X-Men: Destiny,35,3.48,18,18,Average
X-Men: Gamesmaster's Legacy,36,3.6600000000000001,24,24,Average
X-Men: Madness in the Murderworld,36,4.1600000000000001,21,21,Average
X-Men: Mutant Academy,35,3.1800000000000002,40,40,Average
X-Men: Next Dimension,39,4.1600000000000001,75,75,Average
X-Men: The Official Game,39,3.8900000000000001,16,16,Average
X-Men: Wolverine's Rage,43,3.75,22,22,Average
X-Men:TheOfficialGame,39,4.25,21,21,Average
Xonox Double Ender: Artillery Duel and Chuck Norris Superkicks,35,4.1600000000000001,46,46,Average
Xonox Double Ender: Artillery Duel and Spike's Peak,35,4.1500000000000004,22,22,Average
Xonox Double Ender: Chuck Norris Superkicks and Ghost Manor,33,3.7799999999999998,19,19,Average
Xonox Double Ender: Chuck Norris Superkicks and Spike's Peak,37,3.5,23,23,Average
Xonox Double Ender: Spike's Peak and Ghost Manor,44,3.5699999999999998,34,34,Average
Xonox Double Ender: Tomarc the Barbarian and Motocross Racer,44,4.04,46,46,Average
Xotic,38,4,21,21,Average
X-Out,41,3.4199999999999999,88,88,Average
XP8,40,4,20,20,Average
Xplora 1: Peter Gabriel's Secret World,38,4.6200000000000001,19,19,Average
XTreme Racing,44,3.2400000000000002,16,16,Average
xXx,42,4.0899999999999999,23,23,Average
Xyanide,35,3.96,18,18,Average
Xybots,34,4.0599999999999996,115,115,Average
XZR,43,3.75,21,21,Average
Yenght,37,3.3999999999999999,19,19,Average
Yie Ar Kung-Fu 2: The Emperor Yie-Gah,37,3.54,46,46,Average
Yo! Joe! Beat the Ghosts,41,4.1600000000000001,23,23,Average
Yogi Bear,42,3.3399999999999999,60,60,Average
Yogi Bear in Yogi Bear's Goldrush,44,4.3399999999999999,23,23,Average
Yogi's Big Clean Up,33,4.5300000000000002,46,46,Average
Yo-Ho Kablammo,37,3.8399999999999999,23,23,Average
Yokai Dochuki,41,3.9399999999999999,26,26,Average
Yoostar®2,33,3.5,26,26,Average
Yoshi Topsy-Turvy,39,3.9300000000000002,24,24,Average
Yoshi's Island: Super Mario Advance 3,38,3.5699999999999998,15,15,Average
Yoshi's Safari,44,4.1200000000000001,21,21,Average
Yoshi's Story,42,3.52,22,22,Average
Yosumin! LIVE,43,5,24,24,Average
You Don't Know Jack,40,4.4100000000000001,16,16,Average
Young Sherlock: The Legacy of Doyle,31,3.6000000000000001,22,22,Average
Your Shape : Fitness Evolved,33,2.2000000000000002,24,24,Average
Your Sinclair 6-Pack March 1991,44,3.8700000000000001,21,21,Average
Your Sinclair Beaut Box March 1993,39,4.0499999999999998,21,21,Average
Your Sinclair Magnificent 7 July 1991,42,3.75,19,19,Average
You're in the Movies,40,2.8799999999999999,24,24,Average
Ys III: Wanderers from Ys,42,3.7999999999999998,88,88,Average
Ys IV: Mask of the Sun,42,3.4500000000000002,23,23,Average
Ys IV: The Dawn of Ys,38,2.6200000000000001,21,21,Average
Ys V: Ushinawareta Suna no Miyako Kefin,44,4.0700000000000003,21,21,Average
Ys VI: The Ark of Napishtim,39,4.3399999999999999,22,22,Average
Yu Yu Hakusho II: Gekitou! Nanakyou no Tatakai,44,4.3099999999999996,21,21,Average
Yu-Gi-Oh! Reshef of Destruction,32,4.1200000000000001,18,18,Average
Yu-Gi-Oh!: Forbidden Memories,39,4.54,20,20,Average
Yu-Gi-Oh!: The Eternal Duelist Soul,42,4.2800000000000002,23,23,Average
Yu-Gi-Oh!: The Falsebound Kingdom,38,4.1299999999999999,23,23,Average
Yukyu Gensokyoku: Perpetual Collection,40,4.1299999999999999,22,22,Average
Yume Meikyuu: Kigurumi no Daibouken,41,4.4199999999999999,18,18,Average
Zaga Mission,35,4.2599999999999998,14,14,Average
Zak McKracken and the Alien Mindbenders,39.5,4.0149999999999997,88,88,Average
Zamzara,39,3.6600000000000001,20,20,Average
Zan Gear,34,3.5,18,18,Average
Zanac A.I.,39,4.0300000000000002,38,38,Average
Zap! Snowboarding Trix '98,40,3.6600000000000001,23,23,Average
Zappa Roidz,42,4.1600000000000001,18,18,Average
Zapper: One Wicked Cricket,44,4.1200000000000001,60,60,Average
Zarathrusta,38,4.3200000000000003,16,16,Average
Zaxxon,43.5,3.1400000000000001,164,164,Average
Zaxxon 3-D,44,3.6600000000000001,19,19,Average
Zaxxon's Motherbase 2000,34,4.2800000000000002,21,21,Average
Zeewolf,38,3.4100000000000001,16,16,Average
Zeitgeist,40,3.04,22,22,Average
Zelda II: The Adventure of Link,32,3.7200000000000002,17,17,Average
Zelda no Densetsu: Mujura no Kamen,41,3.6600000000000001,21,21,Average
Zelda no Densetsu: Toki no Ocarina GC,37,4.1299999999999999,21,21,Average
Zelda no Densetsu: Toki no Ocarina GC URA,42,3.7000000000000002,19,19,Average
Zelda no Densetsu: Toki no Ocarina: Zelda Collection Version,42,4.1600000000000001,20,20,Average
Zen: Intergalactic Ninja,43,4.7599999999999998,24,24,Average
Zeppelin: Giants of the Sky,38,3.1499999999999999,25,25,Average
Zero 5,37,3.3399999999999999,20,20,Average
Zero Gear,43,3.75,19,19,Average
Zero Gravity,41,4.7999999999999998,32,32,Average
Zero Tolerance,44,3.96,21,21,Average
Zhong Guo Long II,34,5,21,21,Average
Zillion,41,3.2599999999999998,25,25,Average
Zillion 2: Tri Formation,43,4.3799999999999999,17,17,Average
Zippy Zombi,39,3.75,26,26,Average
Ziriax,44,3.75,24,24,Average
Zoda's Revenge: Star Tropics 2,39,3.6400000000000001,22,22,Average
Zoids,37,4.5199999999999996,84,84,Average
Zoids: Battle Legends,44,3.6400000000000001,21,21,Average
Zombi,37,3.75,96,96,Average
Zombie Apocalypse,40,4.0899999999999999,14,14,Average
Zombie Apocalypse: Never Die Alone,34,3.52,15,15,Average
Zombie Dinos from Planet Zeltoid,37,3.2799999999999998,19,19,Average
Zombie Hunter,39,4.6500000000000004,46,46,Average
Zombie Revenge,43,4.2800000000000002,22,22,Average
Zombies,43,3.8399999999999999,84,84,Average
Zona 0,43,3.9700000000000002,22,22,Average
Zone of the Enders: The Fist of Mars,42,3.2200000000000002,18,18,Average
Zoo Keeper,33,4.4100000000000001,38,38,Average
ZooCube,38,3.3399999999999999,42,42,Average
Zool,35,3.9300000000000002,80,80,Average
Zool 2,43,4.0499999999999998,50,50,Average
Zool: Majou Tsukai Densetsu,35,3.3399999999999999,22,22,Average
Zoom!,38,3.96,20,20,Average
Zoop,42,4.2599999999999998,76,76,Average
Zork I: The Great Underground Empire,42,4.3799999999999999,125,125,Average
Zork III - The Dungeon Master,34,2.1000000000000001,21,21,Average
Zork Trilogy,40,4.79,46,46,Average
Zork Zero: The Revenge of Megaboz,37,4.4100000000000001,52,52,Average
Zorro,44,3.1000000000000001,18,18,Average
Z-Out,40,3.4500000000000002,36,36,Average
Z-Pilot,36,4.2000000000000002,40,40,Average
Z-Tack,38,4.6200000000000001,15,15,Average
Zuma,34,4,24,24,Average
Zuma Deluxe,37,2.8199999999999998,21,21,Average
Zuma's Revenge!,36,3.8900000000000001,23,23,Average
Zuma's Revenge! Collection,41,3.75,24,24,Average
Zusar Vasar,41,3.7000000000000002,22,22,Average
Zzoom,37,4.0599999999999996,18,18,Average
[PROTOTYPE],53,4.3799999999999999,16,16,High
007: Agent Under Fire,46,4.1200000000000001,44,44,High
007: Everything or Nothing,53,4.3899999999999997,43,43,High
007: From Russia with Love,48,3.5,72,72,High
007: Goldfinger,48,2.6099999999999999,24,24,High
007: Racing,52,3.2400000000000002,21,21,High
007: The Stealth Affair,45,2.8900000000000001,40,40,High
007: Tomorrow Never Dies,55,3.48,11,11,High
10 Mega Games: Vol. 1,46,3.2799999999999998,23,23,High
10 Megahits Vol. 2,47,2.9700000000000002,21,21,High
1000 Miglia: Great1000 Miles Rally,46,3.25,24,24,High
1000 Miglia: Volume I - 1927-1933,57,3.7000000000000002,19,19,High
1080° Avalanche,50,3.54,22,22,High
1869,45,3.2000000000000002,21,21,High
187: Ride or Die,49,3.2400000000000002,19,19,High
1985: The Day After,49,5,36,36,High
1994: Ten Years After,47,4.1200000000000001,36,36,High
1st Division Manager,55,2.8199999999999998,84,84,High
2 Hot 2 Handle,52,4,24,24,High
2 Pak Special: Cavern Blaster & City War,46,3.3999999999999999,21,21,High
20 Tons,47,4.79,24,24,High
2003: A Space Oddity,53,3.6099999999999999,22,22,High
2006 FIFA World Cup,46,3.96,21,21,High
2020 Super Baseball,46,4.4699999999999998,23,23,High
2088,45,4.1600000000000001,20,20,High
2Tax Gold,45,4.2300000000000004,18,18,High
3 on 3 NHL® Arcade,51,4.3799999999999999,23,23,High
300: March to Glory,53,3.7799999999999998,21,21,High
3D Baseball,46,3.3999999999999999,19,19,High
3-D Brickaway,54,3.2599999999999998,30,30,High
3D Combat Zone,50,4.04,19,19,High
3D Interceptor,48,3.48,17,17,High
3D Mine Storm,46,4.7000000000000002,23,23,High
3D Seiddab Attack,46,3.6400000000000001,40,40,High
3D Star Wars,45,4.2400000000000002,21,21,High
3D Stock Cars II,55,3.4399999999999999,42,42,High
3D Tunel,45,3.5099999999999998,19,19,High
3D Ultra Minigolf,50,3.1200000000000001,18,18,High
3D Ultra MiniGolf 2,46,3.7000000000000002,20,20,High
3D Vortex,51,4.3399999999999999,17,17,High
3D Waterski,57,3.2000000000000002,16,16,High
3DC,50,2.6400000000000001,23,23,High
3-Deep Space,46,3.04,15,15,High
3D-Pinball,49,3.75,14,14,High
3x3 Eyes: Juuma Houkan,46,3.9300000000000002,24,24,High
3x3 Eyes: Sanjiyan Henjou,47,3.3999999999999999,25,25,High
3x3 Eyes: Seima Densetsu,50,4.4400000000000004,14,14,High
3x3 Eyes: Tenrinougenmu,50,2.71,18,18,High
4 Soccer Simulators,53,3.6800000000000002,23,23,High
40 Winks,53,3.6600000000000001,42,42,High
4-D Warriors,51,3.3399999999999999,21,21,High
4th & Inches,45,3.5699999999999998,36,36,High
50 Cent: Bulletproof,49,4.1200000000000001,42,42,High
500cc Motomanager,45,3.7999999999999998,23,23,High
5200 Menu Program,53,3.5299999999999998,21,21,High
5th Anniversary,54,4.2800000000000002,24,24,High
5th Gear,45,4.3799999999999999,28,28,High
64 de Hakken!! Tamagotchi Minna de Tamagotchi World,47,3.1600000000000001,21,21,High
7 Colors,48,2.8599999999999999,44,44,High
7 Ordi,52,3.3399999999999999,21,21,High
720 Degrees,51,3,100,100,High
8 Eyes,46,3.8100000000000001,24,24,High
800 Fathoms,45,4.3799999999999999,21,21,High
90 Minutes: European Prime Goal,50,4.0599999999999996,21,21,High
911 Tiger Shark,52,4.2599999999999998,23,23,High
A Boy and his Blob: Trouble on Blobolonia,55,3.8700000000000001,19,19,High
A Bug's Life,50,4.0899999999999999,24,24,High
A Day In the Life,50,3.46,25,25,High
A Dinosaur's Tale,48,3.3399999999999999,14,14,High
A Ticket to Ride,48,3.3399999999999999,23,23,High
A View to a Kill,49,3.9399999999999999,60,60,High
A World of Keflings,45,3.8900000000000001,23,23,High
A.G.E.,50,3.8399999999999999,42,42,High
A.J.'s World of Discovery,58,3.27,24,24,High
A.M.C.: Astro Marine Corps,45,4.6200000000000001,110,110,High
Aa Yakyuu Jinsei Icchokusen,49,3.2200000000000002,18,18,High
AA: True Soldiers,50,4.0899999999999999,13,13,High
Abadía del Crimen,47,3.7000000000000002,48,48,High
Abraxas Adventure No. 1: Assault on the Astral Rift,53,4.4100000000000001,21,21,High
Accele Brid,49,4.0999999999999996,21,21,High
Ace,48,3.1200000000000001,20,20,High
Ace Attacker,51,3.75,20,20,High
Ace Combat Advance,49,4.21,21,21,High
ACE COMBAT: AH,53,4.1299999999999999,21,21,High
ACE COMBAT: AH Demo,52,3.3399999999999999,25,25,High
Ace Lightning,50,3.0600000000000001,21,21,High
Ace o Nerae!,47,4.4900000000000002,22,22,High
Acrobatic Dog-Fight,50,3.6400000000000001,19,19,High
Action 2000,46,3.1000000000000001,24,24,High
Action 52,51,4.1299999999999999,12,12,High
Action Amiga,46,3.7799999999999998,23,23,High
Action Biker,53,4.54,72,72,High
Action Pachio Otto,47,3.4100000000000001,25,25,High
Action Pack,45,4.5800000000000001,46,46,High
Action Sport,46,4.2300000000000004,20,20,High
Activision Hits Remixed,48,3.75,20,20,High
Actua Golf,49,3.48,18,18,High
Actua Ice Hockey 2,45,3.5,21,21,High
Actua Soccer 2,45,2.8399999999999999,18,18,High
Actua Soccer 3,54,3.54,21,21,High
Actua Soccer: Club Edition,45,3.3999999999999999,44,44,High
Actua Tennis,45,3.3399999999999999,13,13,High
Adam's Venture Episode 1: The Search For The Lost Garden,50,3.4100000000000001,28,28,High
Addicta Ball,47,3.48,25,25,High
Advance of the Mega Camels,45,3.75,23,23,High
Advance to Boardwalk,48,3.75,26,26,High
Advanced Busterhawk Gleylancer,47,4.8099999999999996,21,21,High
Advanced Dungeons & Dragons: Cloudy Mountain,55,3.2400000000000002,24,24,High
Advanced Ski Simulator,49,3.6099999999999999,76,76,High
Advantage Tennis,45,3.7000000000000002,42,42,High
Adven'chuta,51,4.3799999999999999,20,20,High
Adventure 2,52,3.5699999999999998,16,16,High
Adventure B: Inca Curse,48,4.4400000000000004,75,75,High
Adventure C: Ship Of Doom,48,3.7999999999999998,72,72,High
Adventure E: The Golden Apple,53,2.1400000000000001,19,19,High
Adventure F: The Eye Of Bain,54,4.3200000000000003,13,13,High
Adventure G: Ground Zero,48,3.6400000000000001,19,19,High
Adventure Island 2,45,3.52,24,24,High
Adventure Island 3,47,3.8199999999999998,13,13,High
Adventure Island II - Aliens in Paradise,58,3.0800000000000001,23,23,High
Adventure Series,48,3.98,34,34,High
Adventureland,47,3.1200000000000001,75,75,High
Adventures of Batman and Robin,47,3.4500000000000002,27,27,High
Adventures of Gilligan's Island,48,3.1600000000000001,25,25,High
Adventures of Robin Hood,46,4.4100000000000001,25,25,High
Adventures of Tom Sawyer,50,4,25,25,High
Aerial Combat ST,46,4.3799999999999999,19,19,High
AFL Live,53,3.04,22,22,High
AFL Live Premiership Edition,48,3.6600000000000001,44,44,High
African Raiders-01,48,3.48,44,44,High
African Trail Simulator,46,4.1200000000000001,60,60,High
AFRO SAMURAI,55,3.4399999999999999,23,23,High
After Burner,49.5,3.5449999999999999,176,176,High
After Burner II,45,3.5,100,100,High
After the War,47,2.3700000000000001,75,75,High
Age of Empires® III: Complete Collection,53,2.27,28,28,High
Agent Orange,49,3.1800000000000002,22,22,High
Agent X,45,3.8199999999999998,46,46,High
Agent X II: The Mad Prof's Back!,52,3.2200000000000002,46,46,High
Aggressive Inline,51,3.79,23,23,High
Aggressors of Dark Kombat / Tsuukai GANGAN Koushinkyoku,53,3.6000000000000001,24,24,High
Agony,57,3.3399999999999999,16,16,High
Air Boarder 64,45,3.71,24,24,High
Air Combat,45,3.4399999999999999,40,40,High
Air Diver,47,4.2000000000000002,22,22,High
Air Force Commander,47,4.1299999999999999,19,19,High
Air Force Delta,51,4.5300000000000002,23,23,High
Air Force Delta Storm,51,2.9199999999999999,46,46,High
Air Fortress,45,2.75,20,20,High
Air Hockey-e,54,4.7599999999999998,23,23,High
Air Rescue I,50,3.6000000000000001,23,23,High
Air Sea Battle,51,3.3399999999999999,20,20,High
Air Strike,46,4.2000000000000002,22,22,High
Air to Air Combat,45,3.96,18,18,High
Airline Pilots,52,4.5,19,19,High
Airline Pilots Deluxe,49,4.2800000000000002,20,20,High
Airstrike USA,52,3.27,36,36,High
Akagawa Jirou no Yuurei Ressha,49,4.4100000000000001,15,15,High
Akira,46,3.6000000000000001,46,46,High
Akumajo Dracula Mokushi Hashumi: Real Action Adventure,48,3.8100000000000001,20,20,High
Akumajou Dracula Mokushiroku Gaiden: Legend of Cornell,51,3.8399999999999999,23,23,High
Akuu Gallet,49,4.2800000000000002,22,22,High
Albatross,48,4.6200000000000001,20,20,High
Alcatraz,54,4.0300000000000002,42,42,High
Alchemist,47,2.9199999999999999,17,17,High
Aldynes,54,3.48,22,22,High
Ale Hop,46,3.8599999999999999,19,19,High
Alex Kidd in Shinobi World,52,4,25,25,High
Alex Kidd: High-Tech World,47,3.6000000000000001,26,26,High
ALF: The First Adventure,52,4.1600000000000001,69,69,High
Alfred Challenge,50,3.3999999999999999,27,27,High
Alfred Chicken,47,3.5699999999999998,69,69,High
Ali Baba and the Forty Thieves,56,4.2800000000000002,34,34,High
Alias,46,3.7999999999999998,40,40,High
Alice: Madness Returns,47,3.96,25,25,High
Alien,46.5,3.5099999999999998,92,92,High
Alien 3,45,4.7000000000000002,17,17,High
Alien 8,46,4.2000000000000002,69,69,High
Alien Breed,58,4.04,18,18,High
Alien Breed: Impact,45,2.96,26,26,High
Alien Challenge,48,3.48,17,17,High
Alien Fires: 2199 AD,54,3.5299999999999998,46,46,High
Alien Hallway,55,3.6800000000000002,24,24,High
Alien Invasion,48,3.6000000000000001,42,42,High
Alien Sector,46,3.52,22,22,High
Alien Storm,47,3.6800000000000002,105,105,High
Alien Syndrome,46,4.0999999999999996,136,136,High
Alien Trilogy,45,3.8199999999999998,44,44,High
Alien Vs. Predator,47,4.4299999999999997,22,22,High
Alien vs. Predator: The Last of His Clan,49,4.25,24,24,High
Alien Zombie Megadeath,46,3.6099999999999999,22,22,High
Aliens vs Predator,49,4.1600000000000001,20,20,High
Aliens vs. Predator: Extinction,50,3.1200000000000001,44,44,High
All American Football,47,2.5,21,21,High
All Japan Pro Wrestling Featuring Virtua,48,3.25,17,17,High
Allan Border's Cricket,47,3.2200000000000002,46,46,High
Alley Cat,45,3.6800000000000002,24,24,High
Alley Master,48,4.1399999999999997,19,19,High
Alley Oops,54,3.5699999999999998,13,13,High
Alleyway,49,4.1600000000000001,24,24,High
Allia Quest,48,4.2800000000000002,21,21,High
All-Star Baseball 2000,46,4,22,22,High
All-Star Baseball 2001,49,4.5,22,22,High
Alpha Beam with Ernie,48,2.3399999999999999,24,24,High
Alpha Mission II / ASO II - Last Guardian,45,3,22,22,High
Alphabet Zoo,51,3.8399999999999999,96,96,High
Alpine Racer,47,4.54,20,20,High
Alpine Skiiing,46,3.46,21,21,High
Altair,46,3.3399999999999999,34,34,High
Altered Beast,45,3.79,260,260,High
Altered Destiny,48,3.7000000000000002,23,23,High
Altered Space: A 3-D Alien Adventure,52,2.8199999999999998,22,22,High
Alternate Reality: The City,45,3.5699999999999998,23,23,High
Altitude,51,3.75,21,21,High
Alvin and The Chipmunks: Chipwrecked,48,3.46,21,21,High
Amagon,54,2.25,24,24,High
Amazing Maze,45,3.7200000000000002,26,26,High
Amazing Spider-Man,47,3.4199999999999999,34,34,High
Amazing Spider-Man vs. The Kingpin,49,3.3799999999999999,22,22,High
Amazon,47,4,84,84,High
Amberstar,48,3.3999999999999999,42,42,High
Ambush,47,4,20,20,High
Amelie Minuit,48,3.2599999999999998,23,23,High
American Challenge: A Sailing Simulation,47,3.9100000000000001,16,16,High
American Chopper 2: Full Throttle,46,3.8500000000000001,63,63,High
American Dream,50,4.0700000000000003,23,23,High
American Gladiators,46,3.5750000000000002,78,78,High
American McGee presents SCRAPLAND,45,4.0700000000000003,18,18,High
American Poker 95,47,4.4699999999999998,18,18,High
American Tag Team Wrestling,48,3.9100000000000001,38,38,High
American Truck,48,4.1900000000000004,22,22,High
America's Army: Rise of a Soldier,45,3.7999999999999998,16,16,High
AmerZone: The Explorer's Legacy,45,3.8999999999999999,16,16,High
AMF Xtreme Bowling,46,3.79,46,46,High
Amiga Power Coverdisk 21,49,3.4100000000000001,19,19,High
Amnesia: The Dark Descent,58,3.2599999999999998,21,21,High
Amuse,55,4.1600000000000001,22,22,High
An American Tail: Fievel Goes West,48,3.6000000000000001,25,25,High
Anarchy,51.5,3.5299999999999998,90,90,High
ANARCHY REIGNS,50,3.6800000000000002,17,17,High
Ancients of Ooga,45,3.9300000000000002,24,24,High
Andretti Racing,51,2.7200000000000002,40,40,High
Android Attack,56,3.8199999999999998,34,34,High
Andromeda,48,3.3799999999999999,21,21,High
Angleball,49,2.9700000000000002,92,92,High
Angry Birds Trilogy,46,3.2200000000000002,26,26,High
AnimAction: Advanced Animation,50,3.8900000000000001,22,22,High
Animal Bonus Nudge,45,4.25,25,25,High
Animaniacs,47,4.54,52,52,High
Animaniacs: Ten Pin Alley,47,3.6800000000000002,19,19,High
Animation Classics Pack,59,2.8100000000000001,18,18,High
Anna Kournikova's Smash Court Tennis,45,4.1299999999999999,16,16,High
Anna's Gram,53,3.2200000000000002,19,19,High
Another Heaven: Memory of Those Days,49,3,26,26,High
Another World,50,4.0899999999999999,46,46,High
Antheads: It Came from the Desert 2,51,3.6000000000000001,21,21,High
Apache 3,51,4.46,21,21,High
Apache: Air Assault,48,4.2800000000000002,22,22,High
APB,58,2.5,40,40,High
Apex,49,4.25,15,15,High
APOX,48,3.1800000000000002,24,24,High
Apple Cider Spider,47,2.1000000000000001,40,40,High
Apple Panic,58,3.7799999999999998,28,28,High
Appoooh,48,4.1399999999999997,22,22,High
Apprentice,50,3.2799999999999998,48,48,High
Aqua,52,3.3399999999999999,16,16,High
Aqua Jet,49,3.4700000000000002,22,22,High
AquaNox,45,4.0700000000000003,24,24,High
AquaNox 2: Revelation,49,3.8900000000000001,28,28,High
Aquaplane,55,2.6899999999999999,42,42,High
Aquarium,49,4.21,23,23,High
Arabian Nights,56,3.3399999999999999,22,22,High
Arachnophobia,53,3.5699999999999998,52,52,High
Arazok's Tomb,49,4,26,26,High
Arbalester,50,4.1399999999999997,14,14,High
Arc the Lad,49,4.0999999999999996,21,21,High
Arcade Pool,46,3.1200000000000001,21,21,High
Arcade's Greatest Hits: The Atari Collection 1,48,3.7050000000000001,60,60,High
Arcana,47,3.8199999999999998,18,18,High
Arcana Heart 3,46,3.3399999999999999,21,21,High
Arch Rivals,49,3.75,63,63,High
Archipelagos,48,3.1800000000000002,52,52,High
Archon 2: Adept,55,3.1000000000000001,68,68,High
Archon Classic,46,3.25,16,16,High
Arctic Moves,47,3.8700000000000001,26,26,High
Arctic Tale,52,4.3499999999999996,23,23,High
Arcus II: Silent Symphony,59,3.7999999999999998,22,22,High
Arcus Odyssey,53,3.3999999999999999,30,30,High
Ardok the Barbarian,51,4.0599999999999996,22,22,High
Ardy Lightfoot,54,5,26,26,High
Area 88,47,3,22,22,High
Arena: Maze of Death,54,4.46,15,15,High
Ares no Tsubasa,46,4.3499999999999996,16,16,High
Arian Mission,49,4.4400000000000004,23,23,High
