GameName,Price,Rating,UserCounts,ConsoleCounts
JoustPong,49,3.9300000000000002,28,28
Joy Joy Kid,46,2.2799999999999998,25,25
Joy Mecha Fight,53,2.8599999999999999,22,22
Joyful Road,33,3.7200000000000002,23,23
Jr. Pac-Man,40.5,3.6600000000000001,49,49
JSRF: Jet Set Radio Future,30,4.4100000000000001,24,24
Jubilee Double-Up Poker,42,3.8399999999999999,24,24
Judge Dredd,47,3.6970000000000001,84,84
Judge Dredd: Dredd vs Death,46,4.3799999999999999,60,60
Judge Dredd: Dredd vs. Death,50,5,15,15
Judgement Silversword: Rebirth Edition,44,3.75,17,17
Juggler,43,3.4399999999999999,26,26
Juka and the Monophonic Menace,36,5,24,24
Juke Box,42,4.7000000000000002,16,16
July,47,3.2400000000000002,25,25
Jumbo Ozaki Super Masters Golf,38,4.1500000000000004,25,25
Jump 'N' Roll,45,4.4100000000000001,29,29
Jump or Die,45,4.2300000000000004,30,30
Jump Shot,29,4.1900000000000004,20,20
Jump Shot Engineering Sample,35,3.2200000000000002,16,16
Jumpin' Jackson,38,4,23,23
Jumping Break,30,3.7000000000000002,25,25
Jumping Cross,42,4.2599999999999998,22,22
Jumping Doduo,39,3.7000000000000002,29,29
Jumping Flash,44,3.75,21,21
Jumping Flash!,43,3.8399999999999999,22,22
Jumping Flash! 2,40,3.1200000000000001,23,23
Jumping Jack,47,4.3799999999999999,25,25
Jumping Pop,53,3.9399999999999999,21,21
Jumpster,47,3.8900000000000001,27,27
Jum's Pong,48,3.6000000000000001,26,26
Junction,36,3.5699999999999998,24,24
Jungle Hunt,43,5,95,95
Jungle Quest,40,3.1800000000000002,115,115
Jungle River Cruise,44,3.5499999999999998,25,25
Jungle Strike,54,3.2400000000000002,78,78
Jungle Wars 2: Kodai Mahou Atimos no Nazo,50,4,24,24
Junior's Revenge,49,3.54,26,26
Junkman Junior,44,3.1000000000000001,23,23
Juno First,33,3.1200000000000001,38,38
Jupiter Lander,44,3.2400000000000002,25,25
Jupiter Mission 1999,45,3.3399999999999999,38,38
Jupiter's Masterdrive,51,4,44,44
Jurassic Park,37.332999999999998,3.9169999999999998,96,96
Jurassic Park - Rampage Edition,37,3.1000000000000001,26,26
Jurassic Park 2 - The Lost World,51,3.48,14,14
Jurassic Park 2: The Chaos Continues,41,3,21,21
Jurassic Park 3,39,3.6600000000000001,21,21
Jurassic Park III: Island Attack,48,3.8599999999999999,24,24
Jurassic Park III: The DNA Factor,39,3.3399999999999999,23,23
Jurassic Park Part 2: The Chaos Continues,43,3.8900000000000001,24,24
Jurassic Park: Operation Genesis,50,3.5,42,42
Jurassic: The Hunted,36,3.8700000000000001,27,27
Just Breed,56,3.75,19,19
Just Cause,42.5,3.4399999999999999,19,19
Just Cause 2,39,4.7599999999999998,21,21
Just Dance 3,28,4.2000000000000002,21,21
Just Dance Greatest Hits,33,3.6800000000000002,23,23
Just Dance Kids 2,47,3.7000000000000002,18,18
Justice Gakuen,38,3.96,24,24
Justice League Heroes,50,3.9300000000000002,52,52
Justice League Heroes: The Flash,40,4,25,25
Justice League Task Force,39,2.8100000000000001,52,52
Justice League: Chronicles,46,4.2800000000000002,14,14
Justice League: Injustice for All,46,3.9399999999999999,23,23
K.C. Munchkin,43,4.5,21,21
K-1 Fighting Illusion: Grand Prix,47,3.75,24,24
K240,36,2.7999999999999998,15,15
Kaboom,52,4.0800000000000001,28,28
Kaboom!,46,4.2300000000000004,24,24
Kabuki Klash: East of Eden,48,3.8900000000000001,24,24
Kabuki Klash: Far East of Eden,44,3.3399999999999999,23,23
Kabuki Warriors,47,4.04,19,19
Kabuki: Quantum Fighter,42,4.5,27,27
Kaen Seibo: The Virgin on Megiddo,44,4,22,22
Kaeru no tame ni Kane wa Naru,38,3.1200000000000001,18,18
Kaguya-hime Densetsu,40,3.7000000000000002,22,22
Kaiser Knuckle,39,2.8999999999999999,26,26
Kaitei Daisensou,40,4.6600000000000001,20,20
Kaitou Saint Tail,53,2.8900000000000001,25,25
Kaizou Choujin Shubibinman 3: Ikai no Princess,57,3.75,26,26
Kakuto Chojin: Back Alley Brutal,37,3.4399999999999999,24,24
Kakutou Denshou: F-Cup Maniax,42,3.96,16,16
Kamakazi III,33,4.3799999999999999,21,21
Kameo,50,3.75,26,26
Kamikaze,42,3.7999999999999998,57,57
Kampfgruppe,34,3.6000000000000001,63,63
Kane,44,4.5300000000000002,57,57
Kane & Lynch 2,43,4.54,24,24
Kane and Lynch:DeadMen,39,4.7800000000000002,25,25
Kane II,38,4.2800000000000002,23,23
Kangaroo,48.5,3.5899999999999999,23,23
Kao Challengers,57,3.5699999999999998,3,3
Kao the Kangaroo,53,3.6800000000000002,52,52
Kao the Kangaroo Round 2,47,4.1600000000000001,78,78
Kaptain Brawe: A Brawe New World,45,3.8199999999999998,22,22
Karaoke Revolution,40,3.2200000000000002,18,18
Karate,41,3.6600000000000001,24,24
Karate Champ,34,4.21,96,96
Karate Dou,38,4.1600000000000001,24,24
Karateka,56,3.8399999999999999,132,132
Karian Cross,46,3.6400000000000001,19,19
Karnov,45,3.25,88,88
Karnov's Revenge,56,3.2000000000000002,15,15
Karnov's Revenge / Fighter's History Dynamite,43,4.2800000000000002,24,24
Karous,35,4.0499999999999998,42,42
Karting Grand Prix,45,3.6400000000000001,34,34
Kasumi Ninja,39,4.4100000000000001,25,25
Katakis,40,3.9399999999999999,18,18
Kawasaki Caribbean Challenge,36,4.2300000000000004,18,18
Kawasaki Superbike Challenge,35,2.3100000000000001,34,34
Kayleth,54,3.8599999999999999,50,50
Kaze no Klonoa: Moonlight Museum,44,4,20,20
Keef the Thief: A Boy and His Lockpick,39,4.21,18,18
Keiba Yosou Baken Renkinjutsu,45,3.9399999999999999,18,18
Keio Flying Squadron,45,4.7000000000000002,17,17
Keio Flying Squadron 2,36,3.2799999999999998,25,25
Keisatsukan Shinjuku 24ji,44,4.21,21,21
Keith Courage in Alpha Zones,43,4,22,22
Keith's Quest,41,5,25,25
Keks,47,2.9399999999999999,23,23
Kelly Slater's Pro Surfer,32,3.6800000000000002,69,69
Ken Griffey Jr Presents Major League Baseball,37,4.1900000000000004,14,14
Ken Griffey Jr. - Major League Baseball,46,4.5999999999999996,19,19
Ken Griffey Jr.'s Slugfest,39,3.75,22,22
Kendo Rage,41,4.1600000000000001,23,23
Ken-Go,44,2.2599999999999998,25,25
Kengo Legend of the 9,46,3.96,24,24
Kenny Dalglish Soccer Manager,48,3.7999999999999998,80,80
Kenny Dalglish Soccer Match,42,4.0599999999999996,72,72
Kensei: Sacred Fist,33,3.6800000000000002,22,22
Kenseiden,50,3.1000000000000001,27,27
Kenyuu Densetsu Yaiba,39,4,44,44
Kero Kero Keroppi no Bouken Nikki: Nemureru Mori no Keroleen,39,3.3399999999999999,20,20
Kessakusen! Ganbare Goemon 1 & 2: Yuki-hime to Magginesu,54,3.75,28,28
Ketsui: Kizuna Jigoku Tachi,40,3.6400000000000001,22,22
Kevtris,45,4.4100000000000001,22,22
Keys to Maramon,38,4.3799999999999999,22,22
Keystone Kapers,41,3,84,84
Khalaan,56,4.2000000000000002,44,44
Kick,55,3.3399999999999999,24,24
Kick and Run,48,4.1600000000000001,25,25
Kick Boxing,48,3.96,28,28
Kick Goal,39,2.96,21,21
Kick It,52,4.3799999999999999,20,20
Kick Master,44,4.5,17,17
Kick Off,57,3.8399999999999999,102,102
Kick Off 2,41,4.0599999999999996,68,68
Kick Off 2: Giants of Europe,46,3.96,19,19
Kick Off 2: Return To Europe,38,3.54,42,42
Kick Off 2: The Final Whistle,47,3.8599999999999999,44,44
Kick Off 2: Winning Tactics,42,2.7599999999999998,40,40
Kick Off 3,38,3.4100000000000001,18,18
Kick Off 96,40,3.6200000000000001,26,26
Kick Off World,43,3.75,21,21
Kick Off: Extra Time,38,3.3799999999999999,42,42
Kick Rider,58,4.0899999999999999,24,24
Kick Start Wheelie King,41,3.8399999999999999,21,21
Kickle Cubele,37,4.0999999999999996,26,26
Kickle Cubicle,39,3.8900000000000001,16,16
Kickman,40,3,25,25
Kid Chameleon,44,3.5499999999999998,22,22
Kid Chaos,44,4.46,27,27
Kid Dracula,38,3.6800000000000002,27,27
Kid Gloves,45,3.8900000000000001,40,40
Kid Gloves II: The Journey Back,24,4.7599999999999998,26,26
Kid Icarus,39,3.8900000000000001,26,26
Kid Icarus: Of Myths and Monsters,38,3.9300000000000002,28,28
Kid Klown in Crazy Chase,38,4.0599999999999996,27,27
Kid Klown in Night Mayor World,47,5,23,23
Kid Niki - Radical Ninja,45,2.7999999999999998,28,28
Kid Niki: Radical Ninja,43,4.3200000000000003,15,15
Kid Paddle,47,4.7000000000000002,24,24
Kidou Gekidan Haro Ichiza: Haro no Puyo Puyo,46,2.7799999999999998,24,24
Kids on Keys,45,4.5,104,104
Kikaioh,41,4.1299999999999999,8,8
KiKi KaiKai,48,3.8599999999999999,57,57
Kiki Kaikai: Dotou-hen,32,4,21,21
Kikstart 2,57,3.6499999999999999,57,57
Kikstart: Off-Road Simulator,42,3.6600000000000001,69,69
Kill Barney in Tokyo,36,3.5600000000000001,20,20
kill.switch,28,3.2200000000000002,50,50
Killed Until Dead,45,3.8100000000000001,75,75
Killer Comet,54,4.2300000000000004,20,20
Killer Instinct,39,3.9100000000000001,48,48
Killer Loop,41,4.0899999999999999,36,36
Killer Satellites,43,3.3399999999999999,22,22
Killerball,47,3.75,69,69
Killing Floor,41,2.8199999999999998,26,26
Killing Game Show,43,3.1499999999999999,42,42
Killing Time,41,4.0599999999999996,48,48
Killzone: Liberation,44,3.4700000000000002,15,15
Kimble Double HI-LO,46,2.5,25,25
Kindercomp,30,4.1200000000000001,88,88
Kinect for Xbox 360,44,3.6800000000000002,25,25
Kinect Joy Ride,40,3.04,22,22
Kinect Sports,54,3.9100000000000001,28,28
Kinetic Connection,37,2.8599999999999999,52,52
King & Balloon,41,4.4199999999999999,40,40
King Arthur,46,5,72,72
King Arthur - The Role-playing Wargame,31,4.0899999999999999,23,23
King Arthur & the Knights of Justice,50,4.2800000000000002,27,27
King Arthur II: The Role-Playing Wargame,52,3.8399999999999999,18,18
King Arthur: Fallen Champions,44,4.2800000000000002,22,22
King Arthur: Knights and Vassals DLC,45,3.75,17,17
King Arthur's World,43,3.8900000000000001,23,23
King Cribbage,49,3.1000000000000001,22,22
King Derby,49,4.1299999999999999,18,18
King Hill 64: Extreme Snowboarding,37,2.9500000000000002,19,19
King James Bible For Use On Game Boy,47,3.3399999999999999,24,24
King Kong,35,4.1200000000000001,50,50
King Neptune's Adventure,33,4.2800000000000002,22,22
King of Boxer,38,3.5,20,20
King of Chicago,36,2.8599999999999999,44,44
King of Fighters 2000,44,4.1600000000000001,23,23
King of Fighters 2002: Challenge to Ultimate Battle,48,4.25,22,22
King of Fighters 2003,47,4,46,46
King of Fighters EX: Neo Blood,47,4,21,21
King of Fighters R-1,52,3.75,23,23
King of Fighters: Dream Match 1999,37,2.8599999999999999,22,22
King of Fighters: Maximum Impact - Maniax,37,4.0899999999999999,25,25
King of Fighters: Neowave,36,4.0999999999999996,52,52
King of Football,43,4.7000000000000002,23,23
King of Gladiator,32,4.1600000000000001,23,23
King of Route 66,44,3.2200000000000002,20,20
King of the Monsters,39,3.6800000000000002,52,52
King of the Monsters 2 - The Next Thing,58,3.9300000000000002,22,22
King of the Monsters 2: The Next Thing,46,4.0999999999999996,20,20
King of the Mountain,40,4.3799999999999999,22,22
King Pin,60,3.5699999999999998,20,20
King Pin Multi-Game,39,3.6099999999999999,24,24
King Tut,44,3.9399999999999999,24,24
Kingdom Grandprix,37.5,3.3849999999999998,37,37
Kingdom of Paradise,48,3.3399999999999999,22,22
Kingdom Under Fire: Heroes,38,3.6600000000000001,20,20
Kingdom Under Fire: The Crusaders,44,3.75,21,21
Kingdom: The Far Reaches,41,5,50,50
Kingler's Day,34,3.8599999999999999,30,30
King's Bounty,35,4.46,63,63
King's Bounty: Crossworlds,30,3.79,13,13
King's Bounty: The Legend,36,4.1500000000000004,23,23
Kings of the Beach,38,3.54,46,46
King's Quest,39,3.5099999999999998,104,104
King's Quest I: Quest for the Crown,38,2.0800000000000001,25,25
King's Quest II: Romancing the Throne,52,3.9100000000000001,88,88
King's Quest III: To Heir is Human,37,2.9399999999999999,110,110
King's Quest IV: The Perils of Rosella,45,4.2000000000000002,100,100
King's Quest V: Absence Makes the Heart Go Yonder,37,3.4449999999999998,43,43
King's Valley,38,4.5,26,26
King's Valley 2,47,2.8399999999999999,22,22
Kinnikuman Muscle Grand Prix,31,3.9100000000000001,22,22
Kinnikuman Second Generation: Choujin Seisenshi,49,4.1900000000000004,25,25
Kinnikuman Second Generation: Dream Tag Match,45,4,24,24
Kinnikuman: Colosseum Deathmatch,38,3.46,19,19
Kirby 64: The Crystal Shards,48,3.6800000000000002,5,5
Kirby Air Ride,34,4.4100000000000001,19,19
Kirby and the Amazing Mirror,46,3.8399999999999999,23,23
Kirby Slide Puzzle,50,3.8900000000000001,18,18
Kirby Super Star,44,5,19,19
Kirby Tilt 'n' Tumble,54,4.1200000000000001,22,22
Kirby: Nightmare in Dreamland,48,3.8700000000000001,27,27
Kirby's Adventure,46,2.8599999999999999,26,26
Kirby's Avalanche,38,3.75,21,21
Kirby's Block Ball,53,4.21,21,21
Kirby's Dream Course,39,4.2599999999999998,19,19
Kirby's Dream Land,46,4.2300000000000004,27,27
Kirby's Dream Land 2,44,4.2000000000000002,24,24
Kirby's DreamLand 3,53,4.2800000000000002,28,28
Kirby's Star Stacker,35,3.3999999999999999,25,25
Kirikou,36,4,24,24
Kishin Douji Zenki,38,3.6600000000000001,22,22
Kiss: Psycho Circus - The Nightmare Child,41,4.6500000000000004,20,20
Kitten Kaboodle,49,3.5,23,23
Kizuna Encounter - Super Tag Battle / Fu'un Super Tag Battle,47,2.8399999999999999,26,26
Kizuna Encounter: Super Tag Battle,41,3.3399999999999999,20,20
KKND2: Krossfire,37,4.4000000000000004,16,16
Klax,39,3.1200000000000001,198,198
Klomanager - Spül mir das Lied vom Kot,37,3.5299999999999998,23,23
Klonoa 2: Dream Champ Tournament,48,4.5,15,15
Klonoa Beach Volleyball,51,3.4500000000000002,27,27
Klonoa Heroes: Densetsu no Star Medal,55,3,24,24
Klonoa: Door to Phantomile,44,3.9100000000000001,26,26
Klonoa: Empire of Dreams,55,4.1200000000000001,20,20
Klustar,38,3.48,23,23
Knife Edge: Nose Gunner,40,3.2799999999999998,21,21
Knight Boy,26,4.1600000000000001,18,18
Knight Games,38,3,25,25
Knight Leon,38,3.6099999999999999,23,23
Knight Lore,41,3.2599999999999998,84,84
Knight Orc,40,4.4100000000000001,120,120
Knight Quest,38,3.5299999999999998,23,23
Knight Rider,38,4.4199999999999999,24,24
Knight Tyme,39,3.9300000000000002,100,100
Knightmare,42,3.71,88,88
Knightmare 2: The Maze of Galious,55,4.0599999999999996,46,46
Knights Contract,51,4.4400000000000004,24,24
Knights of Legend,56,3.46,44,44
Knights of the Desert: The North African Campaign of 1941-1943,36,3.8399999999999999,57,57
Knights of the Round,45,4,20,20
Knights of the Temple 2,39,2.3100000000000001,42,42
Knights of the Temple: Infernal Crusade,40,4.21,54,54
Knights of Valour - The Seven Spirits,52,3.8900000000000001,48,48
Knights of Valour / Sangoku Senki,45,4.21,23,23
Knights of Valour 2 / Sangoku Senki 2,41,3.96,17,17
Knights of Valour 2 Plus - Nine Dragons / Sangoku Senki 2 Plus - Nine Dragons,40,3.2599999999999998,18,18
Knights of Valour Plus / Sangoku Senki Plus,47,2.9199999999999999,25,25
Knights of Valour Super Heroes / Sangoku Senki Super Heroes,57,3.6000000000000001,16,16
Knights of Valour Super Heroes Plus / Sangoku Senki Super Heroes Plus,39,3.2200000000000002,24,24
Knights of Valour: Luan Shi Jie Ba / Sangoku Senki: Luan Shi Jie Ba,33,3.9300000000000002,24,24
Knights of Valour: Luan Shi Quan Huang 2 / Sangoku Senki: Luan Shi Quan Huang 2,42,3.5299999999999998,24,24
Knights of Valour: Quan Huang San Guo Special / Sangoku Senki: Quan Huang San Guo Special,46,3.7000000000000002,26,26
Knockout Kings,47,3.5499999999999998,22,22
Knockout Kings 2000,44,3.0800000000000001,58,58
Knockout Kings 2001,52,2.9399999999999999,22,22
Knockout Kings 2002,42,3.6400000000000001,36,36
Knockout Kings 2003,49,3.9300000000000002,21,21
Knuckle Bash 2,54,3.8900000000000001,23,23
Knuckle Busters,34,4.3200000000000003,52,52
Knuckle Heads,42,3.7999999999999998,22,22
Knuckles' Chaotix,53,3.8599999999999999,15,15
Kobe Bryant's NBA Courtside,49,3.5099999999999998,23,23
KOF SKY STAGE,54,4.2300000000000004,20,20
KOF XII,48,3.8399999999999999,24,24
KOF2002UM,53,2.7200000000000002,23,23
KOF98UM,40,3.6600000000000001,9,9
Koffi: Yellow Kopter: Demo,44,3.6800000000000002,26,26
Koffi: Yellow Kopter: Demo (August 31st),55,3.6800000000000002,29,29
Koffi: Yellow Kopter: Demo (Febuary 24th),39,4.04,27,27
Koffi: Yellow Kopter: Demo (November 15th),48,4.2199999999999998,25,25
Koffi: Yellow Kopter: Demo (Sepember 24th),37,4.6200000000000001,30,30
Kohan: Ahriman's Gift,40,3.6000000000000001,19,19
Kohan: Immortal Sovereigns,46,4.2599999999999998,21,21
Kokontouzai Eto Monogatari,45,3.7999999999999998,18,18
Kokotoni Wilf,38,3.6400000000000001,72,72
Kolibri,35,3.8599999999999999,21,21
Kollon,47,4.5,15,15
Komando II,45,3.75,16,16
Konami '88,46,3.7000000000000002,25,25
Konami Antiques: MSX Collection Vol. 1,47,3.1200000000000001,27,27
Konami Antiques: MSX Collection Vol. 2,42,2.9399999999999999,22,22
Konami Antiques: MSX Collection Vol. 3,48,2.8100000000000001,22,22
Konami Collector’s Series: Arcade Advanced,42,4.4400000000000004,22,22
Konami GB Collection Vol. 2,46,3.2799999999999998,22,22
Konami GB Collection Vol. 3,43,3.6600000000000001,22,22
Konami GB Collection Vol. 4,38,4.3799999999999999,21,21
Konami GT,43,3.3399999999999999,22,22
Konami Hyper Soccer,53,4.2599999999999998,23,23
Konami Krazy Racers,42,4.7199999999999998,20,20
Konami RF2 - Red Fighter,44,3.4700000000000002,21,21
Konami's Baseball,45,3.5899999999999999,23,23
Konami's Boxing,43,3.4900000000000002,15,15
Konami's Golf,34,3.7999999999999998,69,69
Konami's Open Golf Championship,38,3.6600000000000001,15,15
Konami's Ping-Pong,34,4.25,23,23
Konami's Soccer,31,4,15,15
Konami's Tennis,37,3.3399999999999999,46,46
Kong: The 8th Wonder of the World,51,3.9399999999999999,26,26
Konkyuu no Hoshi,44,3.6200000000000001,15,15
Konohana: True Report,33,4.4100000000000001,25,25
Kool-Aid Man,45,3,10,10
Koro Koro Quest,36,4.7300000000000004,23,23
Koronis Rift,41,3.75,76,76
Koshan Conspiracy,38,4.1500000000000004,36,36
Kosmo Killer,35,4.1299999999999999,22,22
Kotoba no Puzzle Mojipittan,49,3.8900000000000001,22,22
Koudelka,48,2.8599999999999999,18,18
Koukuu Kihei Monogatari - The Legend of Air Cavalry,39,4.25,22,22
Kouryu Densetsu Villgust Gaiden,42,3.1000000000000001,18,18
Kouryu Densetsu Villgust: Kieta Shoujo,36,3.9300000000000002,22,22
Kozmik Kroozr,44,3.5299999999999998,21,21
KR: AI Encore,43,4.0199999999999996,24,24
KR: AI Encore 2,41,3.5699999999999998,24,24
Krakout,36,3.3999999999999999,104,104
Krater,38,4.3799999999999999,26,26
Krazy Bowl,41,3.2400000000000002,23,23
Krazy Ivan,38,3.1800000000000002,46,46
Krazy Kobra,47,3.4399999999999999,26,26
Krazy Kreatures,56,3.75,18,18
K-Razy Shootout,52,4.6200000000000001,18,18
KrissX®,47,3.5,25,25
Kristal,45,4,44,44
Krull,45.5,3.6349999999999998,37,37
Krusty's Fun House,29,3.8399999999999999,40,40
Krypton Egg,47,4.1299999999999999,36,36
Krypton Factor,39,3.6600000000000001,23,23
KS Ultimate,49,3.3399999999999999,17,17
Kubus,40,2.25,24,24
KUF: Circle of Doom,40,4.6900000000000004,26,26
Kuhga - Operation Code 'Vapor Trail',48,4.4400000000000004,21,21
Kujakuo,40,4.2800000000000002,24,24
Kung Food,51,3.2799999999999998,15,15
Kung Fu,44,2.96,46,46
Kung Fu Chaos,49,3,20,20
Kung Fu Kid,50,3.8599999999999999,27,27
Kung Fu Panda,52,4,17,17
Kung Fu Panda 2,48,4.4400000000000004,27,27
Kung Fu Strike,44,3.2200000000000002,15,15
Kung-Fu Heroes,44,4.5,25,25
Kung-Fu Master,46,3.7000000000000002,175,175
Kung-Fu Taikun,46,4.3200000000000003,26,26
Kunio no Oden,41,3.54,26,26
Kunio-kun no Dodge Ball da yo: Zenin Shugo,33,4.2599999999999998,15,15
Kunio-kun no Nekketsu Soccer League,42,3.0600000000000001,16,16
Kuros,36,3.5699999999999998,24,24
Kurt Warner's Arena League Unleashed,43,3.75,21,21
Kurukuru Chameleon,40,4.3799999999999999,22,22
Kurupara!,43,3.6600000000000001,20,20
Kusayakyuu,35,4.2000000000000002,22,22
Kuusou Kagaku Sekai Gulliver Boy,39,3.46,66,66
Kwazy Kwaks,42,4.3499999999999996,20,20
Kwik Snax,40,4.4199999999999999,96,96
Kyohkoh-Toppa,44,4.7300000000000004,21,21
Kyoufu Shinbun,34,3.71,23,23
Kyros,49,3.3399999999999999,24,24
Kyros No Yakata,29,3,25,25
Kyukyoku Sentai Dadandarn,39,3.8199999999999998,24,24
Kyukyoku Tiger II,39,4.0899999999999999,22,22
Kyukyoku Tiger II Plus,40,3.6000000000000001,22,22
Kyuukai Douchuuki,45,2.25,16,16
L.A. Machineguns,43,4.4000000000000004,20,20
L.A. Noire,45,3.6099999999999999,29,29
La Abadía del Crimen,44,4.2599999999999998,23,23
La Aventura Espacial,47,4,46,46
La Aventura Original,36,4.5999999999999996,50,50
La Corona Mágica,45,4.0599999999999996,21,21
La Diosa de Cozumel,50,3.6400000000000001,36,36
La Espada Sagrada,47,4.3399999999999999,24,24
La Guerra de las Vajillas,37,3.6600000000000001,44,44
La Perla Nera,44,3.6800000000000002,24,24
La Perla Nera Gold,36,4.3499999999999996,23,23
LA Rush,36,4.1600000000000001,42,42
Labyrinth,46,3.7599999999999998,92,92
Labyrinth of Time,44,3.46,22,22
Labyrinth Runner,41,4.2800000000000002,20,20
Lady Safari,43,2.96,24,24
Lady Sia,50,3.8199999999999998,27,27
Lady Stalker: Kako kara no Chousen,42,2.2799999999999998,22,22
Lady Tut,38,4.1200000000000001,52,52
L'affaire Morlov,43,3.4199999999999999,23,23
Lagaf: Les Aventures de Moktar - Vol 1: La Zoubida,41,3.8900000000000001,81,81
LaGrange Point,43,4.4400000000000004,23,23
Laguna Racer,40,4.2800000000000002,23,23
Lakers vs. Celtics and the NBA Playoffs,42,3.9300000000000002,21,21
Lancelot,51,3.6600000000000001,100,100
Land Battle,34,4.2000000000000002,21,21
Land Before Time,47,3.4399999999999999,24,24
Land Maker,31,4.4400000000000004,26,26
Land of Illusion starring Mickey Mouse,44,4.5300000000000002,27,27
Land of the Dead: Road to Fiddler's Green,48,3.9100000000000001,24,24
Land Sea Air Squad / Riku Kai Kuu Saizensen,37,4.6500000000000004,22,22
Landing Gear,32,4.0599999999999996,24,24
Landing High Japan,38,5,17,17
Landstalker: Treasure of King Nole,37,3.3399999999999999,18,18
Langrisser 1 & 2,39,2.3399999999999999,21,21
Langrisser 2,32,4.1200000000000001,19,19
Langrisser 3,32,4.1200000000000001,22,22
Langrisser 4,34,3.4399999999999999,19,19
Langrisser 5: The End of Legend,49,3.7999999999999998,20,20
Langrisser I & II,46,2.6600000000000001,19,19
Langrisser Millennium,36,4.0499999999999998,46,46
Lansquenet 2004,35,4.25,21,21
Lap of the Gods,45,4.4100000000000001,22,22
Laplace no Ma,41,3.7000000000000002,46,46
Lara Croft and the Guardian of Light,61,4.5300000000000002,17,17
Lara Croft Tomb Raider: Anniversary,38,3.6400000000000001,20,20
Lara Croft Tomb Raider: Curse of the Sword,49,3.54,25,25
Lara Croft Tomb Raider: Legend,32.5,4,67,67
Lara Croft Tomb Raider: The Prophecy,50,4.0599999999999996,15,15
Lara Croft: GoL,43,3.8700000000000001,27,27
Largo Winch .// Commando SAR,38,4,29,29
Largo Winch: Empire Under Threat,33,3.9100000000000001,30,30
Las Vegas Video Poker,33,4.2000000000000002,44,44
Laser Base,36,4.75,20,20
Laser Battle,42,4.2199999999999998,18,18
Laser Blast,51,4.0700000000000003,20,20
Laser Gates,34,4.3200000000000003,17,17
Laser Ghost,41,3.3399999999999999,44,44
Laser Grand Prix,34,4.2800000000000002,18,18
Laser Invasion,42,3.3399999999999999,22,22
Laser Run,57,4.6600000000000001,20,20
Laser Snaker,40,4.0700000000000003,12,12
Laser Squad,38,3.8100000000000001,84,84
Laser Zone,33,3.8599999999999999,69,69
Last Action Hero,43,3.48,57,57
Last Alert,41,4.4100000000000001,30,30
Last Alive,41,3.4199999999999999,18,18
Last Armageddon,50,4.5300000000000002,46,46
Last Battle,35,3.75,39,39
Last Bounty Hunter,46,3.8399999999999999,20,20
Last Bronx,42,4,50,50
Last Duel,44,4.0300000000000002,21,21
Last Fortress - Toride,43,3.75,24,24
Last Hope,51,5,46,46
Last Inca,36,3.7999999999999998,23,23
Last Legion UX,37,4.0999999999999996,20,20
Last Mission,36.5,3.665,75,75
Last Ninja,37,4.25,24,24
Last Ninja 2,35,3.8599999999999999,100,100
Last Ninja 2: Back with a Vengeance,37,3.8599999999999999,46,46
Last Ninja 3,41,3.48,42,42
Last Resort,37,3.8399999999999999,42,42
Last Starfighter,28,3.96,46,46
Last Striker / Kyuukyoku no Striker,37,3.1600000000000001,22,22
Law of the West,35,3.9399999999999999,69,69
Lawnmower Man,65,3.4500000000000002,48,48
Laydock,53,3.29,22,22
Laydock 2: Last Attack,48,4,23,23
Laydock Super: Mission Striker,35,4.4400000000000004,18,18
Layer Section,36,3.75,22,22
Layer Section 2,52,3.75,20,20
Lazarian,34,3.46,17,17
Lazy Jones,39,1.8799999999999999,75,75
Lazy Raiders,37,3.9300000000000002,24,24
Lead Angle,52,4.4199999999999999,20,20
Leader,40,4.3399999999999999,17,17
Leader Board,59,4.3099999999999996,60,60
Leader Board Par 4,41,3.7799999999999998,16,16
League Bowling,32,3.96,42,42
League Challenge,51,3.52,88,88
League of Light,42,4,22,22
Leander,48,4.1600000000000001,78,78
Learn to Add,49,3.96,38,38
Learning Fun I: Math Master Factor Fun,52,3.25,19,19
Learning Fun II: Word Wizard Memory Fun,36,4.1600000000000001,25,25
Learning with FuzzyWOMP,38,3.3700000000000001,21,21
Learning with Leeper,44,5,25,25
Leather Goddesses of Phobos,49,3.6400000000000001,96,96
Leather Neck,50,3.8900000000000001,42,42
Led Storm,38,4.54,18,18
Led Storm Rally 2011,44,3.8100000000000001,19,19
Lee Trevino's Fighting Golf,36,4.2999999999999998,13,13
Left 4 Dead,39,3.6800000000000002,28,28
Left 4 Dead 2,44,4,46,46
Legacy of Kain: Blood Omen 2,40,4.1299999999999999,72,72
Legacy of Kain: Defiance,53,3.1600000000000001,24,24
Legacy of Kain: Soul Reaver,42,5,36,36
Legend,53,3.5699999999999998,52,52
Legend of Djel,42,2.8599999999999999,50,50
Legend of Faerghail,57,4.2800000000000002,30,30
Legend of Hero Tonma,39,4.0149999999999997,48,48
Legend of Heroes,36,3.5299999999999998,43,43
Legend of Heroes II: Prophecy of the Moonlight Witch,36,3.52,20,20
Legend of Heroes III: Song of the Ocean,44,3.2799999999999998,19,19
Legend of Illusion starring Mickey Mouse,42,3.8999999999999999,16,16
Legend of Legaia,50,4,21,21
Legend of Makai,52,4.3799999999999999,22,22
Legend of Oasis,40,3.6000000000000001,24,24
Legend of Spyro,54,4.1500000000000004,27,27
